cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D speed) [m/s],GPS (3D speed) [m/s],fix,precision,altitude system
28941.50847058822,2023-06-01T03:50:57.717Z,-22.8229723,-47.0647177,624.504,1.487,1.57,3,453,MSLV
28996.7422352941,2023-06-01T03:50:57.775Z,-22.8229719,-47.0647218,624.631,1.426,1.49,3,453,MSLV
29051.976,2023-06-01T03:50:57.834Z,-22.8229715,-47.064726,624.763,1.369,1.43,3,453,MSLV
29106.84633333333,2023-06-01T03:50:57.892Z,-22.8229711,-47.064731,624.876,1.365,1.37,3,453,MSLV
29161.716666666664,2023-06-01T03:50:57.950Z,-22.8229708,-47.064736,624.979,1.363,1.37,3,453,MSLV
29216.586999999996,2023-06-01T03:50:58.008Z,-22.8229704,-47.0647407,625.116,1.355,1.37,3,453,MSLV
29271.45733333333,2023-06-01T03:50:58.066Z,-22.8229697,-47.0647453,625.26,1.35,1.36,3,453,MSLV
29326.32766666666,2023-06-01T03:50:58.124Z,-22.8229688,-47.0647494,625.399,1.35,1.35,3,453,MSLV
29381.197999999993,2023-06-01T03:50:58.182Z,-22.8229681,-47.0647535,625.533,1.351,1.35,3,453,MSLV
29436.068333333325,2023-06-01T03:50:58.240Z,-22.8229672,-47.0647576,625.666,1.35,1.36,3,453,MSLV
29490.938666666658,2023-06-01T03:50:58.298Z,-22.822966,-47.0647618,625.789,1.388,1.36,3,453,MSLV
29545.80899999999,2023-06-01T03:50:58.356Z,-22.8229648,-47.064766,625.906,1.425,1.39,3,453,MSLV
29600.679333333323,2023-06-01T03:50:58.414Z,-22.8229639,-47.0647702,626.016,1.456,1.43,3,453,MSLV
29655.549666666655,2023-06-01T03:50:58.472Z,-22.8229634,-47.0647749,626.179,1.479,1.46,3,453,MSLV
29710.419999999987,2023-06-01T03:50:58.530Z,-22.822963,-47.0647799,626.355,1.498,1.49,3,453,MSLV
29765.29033333332,2023-06-01T03:50:58.588Z,-22.8229621,-47.0647846,626.536,1.54,1.51,3,453,MSLV
29820.160666666652,2023-06-01T03:50:58.646Z,-22.8229621,-47.0647899,626.723,1.55,1.55,3,453,MSLV
29875.030999999984,2023-06-01T03:50:58.704Z,-22.8229612,-47.0647942,626.81,1.573,1.56,3,453,MSLV
29929.901333333317,2023-06-01T03:50:58.762Z,-22.8229604,-47.0647984,626.892,1.589,1.58,3,453,MSLV
29984.77166666665,2023-06-01T03:50:58.820Z,-22.8229596,-47.0648023,626.966,1.599,1.6,3,453,MSLV
30039.642,2023-06-01T03:50:58.879Z,-22.8229576,-47.0648061,626.993,1.665,1.61,3,452,MSLV
30094.420736842105,2023-06-01T03:50:58.928Z,-22.8229571,-47.0648098,627.039,1.652,1.67,3,452,MSLV
30149.19947368421,2023-06-01T03:50:58.977Z,-22.8229567,-47.0648132,627.075,1.638,1.66,3,452,MSLV
30203.978210526315,2023-06-01T03:50:59.026Z,-22.822956,-47.0648165,627.088,1.638,1.65,3,452,MSLV
30258.75694736842,2023-06-01T03:50:59.075Z,-22.8229548,-47.0648196,627.136,1.664,1.65,3,452,MSLV
30313.535684210525,2023-06-01T03:50:59.125Z,-22.822953,-47.0648224,627.202,1.721,1.67,3,452,MSLV
30368.31442105263,2023-06-01T03:50:59.174Z,-22.8229514,-47.0648249,627.23,1.754,1.73,3,452,MSLV
30423.093157894735,2023-06-01T03:50:59.223Z,-22.8229496,-47.0648274,627.259,1.805,1.76,3,452,MSLV
30477.87189473684,2023-06-01T03:50:59.272Z,-22.8229478,-47.0648299,627.286,1.859,1.81,3,452,MSLV
30532.650631578945,2023-06-01T03:50:59.321Z,-22.8229467,-47.0648327,627.388,1.882,1.87,3,452,MSLV
30587.42936842105,2023-06-01T03:50:59.371Z,-22.8229458,-47.0648354,627.501,1.873,1.89,3,452,MSLV
30642.208105263155,2023-06-01T03:50:59.420Z,-22.8229452,-47.0648384,627.644,1.854,1.88,3,452,MSLV
30696.98684210526,2023-06-01T03:50:59.469Z,-22.8229438,-47.0648407,627.699,1.875,1.86,3,452,MSLV
30751.765578947365,2023-06-01T03:50:59.518Z,-22.8229423,-47.064843,627.757,1.915,1.88,3,452,MSLV
30806.54431578947,2023-06-01T03:50:59.567Z,-22.8229407,-47.064845,627.749,1.938,1.92,3,452,MSLV
30861.323052631575,2023-06-01T03:50:59.617Z,-22.8229391,-47.0648473,627.778,1.97,1.95,3,452,MSLV
30916.10178947368,2023-06-01T03:50:59.666Z,-22.8229375,-47.0648495,627.792,2.008,1.98,3,452,MSLV
30970.880526315785,2023-06-01T03:50:59.715Z,-22.8229357,-47.0648517,627.836,2.052,2.01,3,452,MSLV
31025.65926315789,2023-06-01T03:50:59.764Z,-22.8229327,-47.0648541,627.891,2.205,2.06,3,452,MSLV
31080.438,2023-06-01T03:50:59.814Z,-22.8229309,-47.0648559,627.944,2.241,2.21,3,354,MSLV
31135.51444444444,2023-06-01T03:50:59.872Z,-22.8229292,-47.0648574,627.95,2.261,2.25,3,354,MSLV
31190.590888888884,2023-06-01T03:50:59.930Z,-22.8229275,-47.0648589,627.957,2.283,2.27,3,354,MSLV
31245.667333333327,2023-06-01T03:50:59.988Z,-22.8229261,-47.0648603,627.957,2.282,2.29,3,354,MSLV
31300.74377777777,2023-06-01T03:51:00.046Z,-22.8229246,-47.0648616,627.929,2.274,2.29,3,354,MSLV
31355.820222222213,2023-06-01T03:51:00.104Z,-22.8229229,-47.0648629,627.943,2.299,2.28,3,354,MSLV
31410.896666666657,2023-06-01T03:51:00.162Z,-22.8229211,-47.0648643,628.002,2.329,2.3,3,354,MSLV
31465.9731111111,2023-06-01T03:51:00.220Z,-22.8229196,-47.0648661,628.046,2.34,2.33,3,354,MSLV
31521.049555555543,2023-06-01T03:51:00.278Z,-22.8229181,-47.0648681,628.094,2.351,2.34,3,354,MSLV
31576.125999999986,2023-06-01T03:51:00.336Z,-22.8229166,-47.0648699,628.136,2.362,2.36,3,354,MSLV
31631.20244444443,2023-06-01T03:51:00.394Z,-22.8229151,-47.0648716,628.177,2.384,2.37,3,354,MSLV
31686.27888888887,2023-06-01T03:51:00.452Z,-22.8229139,-47.0648733,628.208,2.358,2.39,3,354,MSLV
31741.355333333315,2023-06-01T03:51:00.510Z,-22.8229127,-47.0648749,628.266,2.352,2.36,3,354,MSLV
31796.431777777758,2023-06-01T03:51:00.568Z,-22.8229122,-47.0648767,628.353,2.296,2.36,3,354,MSLV
31851.5082222222,2023-06-01T03:51:00.626Z,-22.822911,-47.0648784,628.398,2.285,2.3,3,354,MSLV
31906.584666666644,2023-06-01T03:51:00.684Z,-22.8229101,-47.0648798,628.434,2.242,2.29,3,354,MSLV
31961.661111111087,2023-06-01T03:51:00.742Z,-22.8229092,-47.0648812,628.468,2.202,2.25,3,354,MSLV
32016.73755555553,2023-06-01T03:51:00.800Z,-22.8229082,-47.0648826,628.508,2.183,2.21,3,354,MSLV
32071.814,2023-06-01T03:51:00.859Z,-22.822907,-47.0648839,628.55,2.174,2.19,3,354,MSLV
32126.249666666667,2023-06-01T03:51:00.914Z,-22.8229059,-47.0648852,628.592,2.166,2.18,3,354,MSLV
32180.685333333335,2023-06-01T03:51:00.969Z,-22.8229045,-47.0648863,628.622,2.171,2.17,3,354,MSLV
32235.121000000003,2023-06-01T03:51:01.024Z,-22.8229029,-47.0648877,628.669,2.216,2.18,3,354,MSLV
32289.55666666667,2023-06-01T03:51:01.079Z,-22.8229009,-47.064889,628.697,2.294,2.22,3,354,MSLV
32343.99233333334,2023-06-01T03:51:01.134Z,-22.8228988,-47.0648904,628.719,2.374,2.3,3,354,MSLV
32398.428000000007,2023-06-01T03:51:01.189Z,-22.8228972,-47.0648917,628.711,2.42,2.38,3,354,MSLV
32452.863666666675,2023-06-01T03:51:01.244Z,-22.8228957,-47.064893,628.693,2.438,2.43,3,354,MSLV
32507.299333333343,2023-06-01T03:51:01.299Z,-22.8228941,-47.0648943,628.693,2.466,2.45,3,354,MSLV
32561.73500000001,2023-06-01T03:51:01.354Z,-22.8228923,-47.0648954,628.663,2.515,2.47,3,354,MSLV
32616.17066666668,2023-06-01T03:51:01.409Z,-22.8228905,-47.0648963,628.633,2.543,2.52,3,354,MSLV
32670.606333333348,2023-06-01T03:51:01.464Z,-22.822889,-47.0648969,628.561,2.544,2.55,3,354,MSLV
32725.042000000016,2023-06-01T03:51:01.519Z,-22.8228875,-47.0648974,628.476,2.541,2.55,3,354,MSLV
32779.47766666668,2023-06-01T03:51:01.574Z,-22.8228864,-47.0648979,628.373,2.509,2.55,3,354,MSLV
32833.913333333345,2023-06-01T03:51:01.629Z,-22.8228847,-47.0648982,628.271,2.528,2.51,3,354,MSLV
32888.34900000001,2023-06-01T03:51:01.684Z,-22.822883,-47.0648985,628.165,2.543,2.53,3,354,MSLV
32942.784666666674,2023-06-01T03:51:01.739Z,-22.822881,-47.0648988,628.089,2.591,2.55,3,354,MSLV
32997.22033333334,2023-06-01T03:51:01.794Z,-22.8228789,-47.0648992,628.032,2.668,2.59,3,354,MSLV
33051.656,2023-06-01T03:51:01.849Z,-22.8228768,-47.0648995,627.974,2.742,2.67,3,354,MSLV
33106.92547368421,2023-06-01T03:51:01.904Z,-22.8228743,-47.0649,627.98,2.861,2.74,3,354,MSLV
33162.19494736842,2023-06-01T03:51:01.959Z,-22.8228722,-47.0649004,627.885,2.928,2.86,3,354,MSLV
33217.46442105263,2023-06-01T03:51:02.014Z,-22.82287,-47.0649006,627.773,2.997,2.93,3,354,MSLV
33272.73389473684,2023-06-01T03:51:02.069Z,-22.8228689,-47.0649012,627.741,2.948,3,3,354,MSLV
33328.00336842105,2023-06-01T03:51:02.124Z,-22.8228679,-47.0649016,627.64,2.868,2.95,3,354,MSLV
33383.27284210526,2023-06-01T03:51:02.179Z,-22.822867,-47.0649021,627.613,2.806,2.87,3,354,MSLV
33438.54231578947,2023-06-01T03:51:02.234Z,-22.822866,-47.0649026,627.585,2.745,2.81,3,354,MSLV
33493.81178947368,2023-06-01T03:51:02.289Z,-22.8228651,-47.0649031,627.56,2.686,2.75,3,354,MSLV
33549.08126315789,2023-06-01T03:51:02.344Z,-22.8228642,-47.0649036,627.541,2.625,2.69,3,354,MSLV
33604.3507368421,2023-06-01T03:51:02.399Z,-22.8228636,-47.064904,627.524,2.539,2.63,3,354,MSLV
33659.62021052631,2023-06-01T03:51:02.454Z,-22.8228628,-47.0649043,627.493,2.466,2.54,3,354,MSLV
33714.88968421052,2023-06-01T03:51:02.509Z,-22.8228622,-47.0649045,627.463,2.393,2.47,3,354,MSLV
33770.15915789473,2023-06-01T03:51:02.564Z,-22.8228611,-47.0649051,627.448,2.367,2.39,3,354,MSLV
33825.428631578936,2023-06-01T03:51:02.619Z,-22.8228609,-47.0649055,627.429,2.261,2.37,3,354,MSLV
33880.698105263145,2023-06-01T03:51:02.674Z,-22.8228598,-47.0649062,627.474,2.264,2.26,3,354,MSLV
33935.967578947355,2023-06-01T03:51:02.729Z,-22.8228585,-47.064907,627.565,2.288,2.27,3,354,MSLV
33991.237052631564,2023-06-01T03:51:02.784Z,-22.8228576,-47.0649075,627.527,2.247,2.29,3,354,MSLV
34046.506526315774,2023-06-01T03:51:02.839Z,-22.822857,-47.0649079,627.482,2.192,2.25,3,354,MSLV
34101.776,2023-06-01T03:51:02.894Z,-22.8228556,-47.0649084,627.439,2.206,2.19,3,354,MSLV
34157.2934117647,2023-06-01T03:51:02.949Z,-22.822855,-47.0649089,627.397,2.154,2.21,3,354,MSLV
34212.810823529406,2023-06-01T03:51:03.004Z,-22.8228544,-47.0649094,627.356,2.105,2.15,3,354,MSLV
34268.32823529411,2023-06-01T03:51:03.059Z,-22.8228538,-47.0649098,627.314,2.057,2.11,3,354,MSLV
34323.84564705881,2023-06-01T03:51:03.114Z,-22.8228532,-47.0649102,627.275,2.012,2.06,3,354,MSLV
34379.36305882352,2023-06-01T03:51:03.169Z,-22.8228526,-47.0649106,627.231,1.97,2.01,3,354,MSLV
34434.88047058822,2023-06-01T03:51:03.224Z,-22.8228522,-47.0649109,627.158,1.911,1.97,3,354,MSLV
34490.397882352925,2023-06-01T03:51:03.279Z,-22.8228513,-47.0649111,627.077,1.903,1.91,3,354,MSLV
34545.91529411763,2023-06-01T03:51:03.334Z,-22.8228503,-47.0649108,627.01,1.908,1.9,3,354,MSLV
34601.43270588233,2023-06-01T03:51:03.389Z,-22.8228489,-47.0649112,626.932,1.948,1.91,3,354,MSLV
34656.95011764704,2023-06-01T03:51:03.444Z,-22.8228475,-47.0649116,626.872,1.998,1.95,3,354,MSLV
34712.46752941174,2023-06-01T03:51:03.499Z,-22.8228466,-47.0649121,626.876,1.99,2,3,354,MSLV
34767.984941176444,2023-06-01T03:51:03.554Z,-22.8228466,-47.0649107,626.882,1.873,1.99,3,354,MSLV
34823.50235294115,2023-06-01T03:51:03.609Z,-22.8228463,-47.0649101,626.883,1.795,1.87,3,354,MSLV
34879.01976470585,2023-06-01T03:51:03.664Z,-22.8228461,-47.0649094,626.871,1.714,1.79,3,354,MSLV
34934.537176470556,2023-06-01T03:51:03.719Z,-22.822846,-47.0649087,626.833,1.622,1.71,3,354,MSLV
34990.05458823526,2023-06-01T03:51:03.774Z,-22.822846,-47.0649079,626.799,1.533,1.62,3,354,MSLV
35045.572,2023-06-01T03:51:03.829Z,-22.8228465,-47.0649066,626.806,1.393,1.53,3,354,MSLV
35100.34589473684,2023-06-01T03:51:03.884Z,-22.8228465,-47.0649049,626.727,1.316,1.39,3,354,MSLV
35155.11978947368,2023-06-01T03:51:03.939Z,-22.8228466,-47.064903,626.627,1.225,1.32,3,354,MSLV
35209.893684210525,2023-06-01T03:51:03.994Z,-22.8228458,-47.0649011,626.495,1.262,1.23,3,354,MSLV
35264.66757894737,2023-06-01T03:51:04.049Z,-22.8228449,-47.0648993,626.388,1.313,1.26,3,354,MSLV
35319.44147368421,2023-06-01T03:51:04.104Z,-22.8228439,-47.0648976,626.284,1.367,1.31,3,354,MSLV
35374.21536842105,2023-06-01T03:51:04.159Z,-22.8228432,-47.0648959,626.188,1.398,1.37,3,354,MSLV
35428.98926315789,2023-06-01T03:51:04.214Z,-22.8228423,-47.0648942,626.061,1.454,1.4,3,354,MSLV
35483.76315789473,2023-06-01T03:51:04.269Z,-22.8228416,-47.0648926,625.995,1.48,1.45,3,354,MSLV
35538.537052631575,2023-06-01T03:51:04.324Z,-22.8228414,-47.0648913,626.03,1.438,1.48,3,354,MSLV
35593.310947368416,2023-06-01T03:51:04.379Z,-22.8228412,-47.0648902,626.084,1.401,1.44,3,354,MSLV
35648.08484210526,2023-06-01T03:51:04.434Z,-22.8228416,-47.0648894,626.171,1.282,1.4,3,354,MSLV
35702.8587368421,2023-06-01T03:51:04.489Z,-22.8228417,-47.0648887,626.263,1.211,1.28,3,354,MSLV
35757.63263157894,2023-06-01T03:51:04.544Z,-22.8228412,-47.0648876,626.264,1.223,1.21,3,354,MSLV
35812.40652631578,2023-06-01T03:51:04.599Z,-22.8228406,-47.0648865,626.256,1.236,1.22,3,354,MSLV
35867.180421052624,2023-06-01T03:51:04.654Z,-22.8228396,-47.0648846,626.253,1.319,1.24,3,354,MSLV
35921.954315789466,2023-06-01T03:51:04.709Z,-22.822839,-47.0648827,626.251,1.363,1.32,3,354,MSLV
35976.72821052631,2023-06-01T03:51:04.764Z,-22.8228383,-47.0648807,626.231,1.419,1.36,3,354,MSLV
36031.50210526315,2023-06-01T03:51:04.819Z,-22.8228371,-47.0648783,626.172,1.5,1.42,3,354,MSLV
36086.276,2023-06-01T03:51:04.874Z,-22.8228366,-47.0648762,626.134,1.497,1.5,3,354,MSLV
36140.71866666667,2023-06-01T03:51:04.929Z,-22.8228357,-47.0648743,626.129,1.529,1.5,3,354,MSLV
36195.16133333334,2023-06-01T03:51:04.984Z,-22.822836,-47.0648727,626.213,1.435,1.53,3,354,MSLV
36249.60400000001,2023-06-01T03:51:05.039Z,-22.8228361,-47.0648709,626.238,1.385,1.44,3,354,MSLV
36304.046666666676,2023-06-01T03:51:05.094Z,-22.8228352,-47.0648685,626.079,1.47,1.38,3,354,MSLV
36358.489333333346,2023-06-01T03:51:05.149Z,-22.822833,-47.0648655,625.73,1.705,1.47,3,354,MSLV
36412.932000000015,2023-06-01T03:51:05.204Z,-22.8228321,-47.0648632,625.559,1.762,1.71,3,354,MSLV
36467.374666666685,2023-06-01T03:51:05.259Z,-22.8228316,-47.064861,625.462,1.79,1.76,3,354,MSLV
36521.817333333354,2023-06-01T03:51:05.314Z,-22.8228314,-47.0648592,625.391,1.773,1.79,3,354,MSLV
36576.260000000024,2023-06-01T03:51:05.369Z,-22.8228311,-47.0648575,625.321,1.759,1.77,3,354,MSLV
36630.70266666669,2023-06-01T03:51:05.424Z,-22.822831,-47.0648558,625.25,1.746,1.76,3,354,MSLV
36685.14533333336,2023-06-01T03:51:05.479Z,-22.8228311,-47.0648539,625.176,1.735,1.75,3,354,MSLV
36739.58800000003,2023-06-01T03:51:05.534Z,-22.8228311,-47.0648521,625.134,1.728,1.74,3,354,MSLV
36794.0306666667,2023-06-01T03:51:05.589Z,-22.8228313,-47.0648501,625.069,1.724,1.73,3,354,MSLV
36848.47333333337,2023-06-01T03:51:05.644Z,-22.8228309,-47.0648486,625.04,1.74,1.73,3,354,MSLV
36902.91600000004,2023-06-01T03:51:05.699Z,-22.8228305,-47.064847,624.98,1.758,1.74,3,354,MSLV
36957.35866666671,2023-06-01T03:51:05.754Z,-22.8228305,-47.0648455,624.971,1.769,1.76,3,354,MSLV
37011.80133333338,2023-06-01T03:51:05.809Z,-22.8228302,-47.0648443,624.997,1.781,1.77,3,354,MSLV
37066.244,2023-06-01T03:51:05.864Z,-22.8228302,-47.0648428,624.972,1.79,1.78,3,249,MSLV
37121.78844444444,2023-06-01T03:51:05.922Z,-22.82283,-47.0648412,624.906,1.817,1.79,3,249,MSLV
37177.33288888889,2023-06-01T03:51:05.980Z,-22.82283,-47.0648394,624.851,1.844,1.82,3,249,MSLV
37232.87733333333,2023-06-01T03:51:06.038Z,-22.82283,-47.0648378,624.862,1.853,1.84,3,249,MSLV
37288.421777777774,2023-06-01T03:51:06.096Z,-22.8228292,-47.0648365,624.903,1.888,1.85,3,249,MSLV
37343.96622222222,2023-06-01T03:51:06.154Z,-22.8228283,-47.0648352,624.945,1.923,1.89,3,249,MSLV
37399.51066666666,2023-06-01T03:51:06.212Z,-22.8228275,-47.0648341,624.963,1.946,1.92,3,249,MSLV
37455.055111111105,2023-06-01T03:51:06.270Z,-22.8228264,-47.0648332,625.021,1.963,1.95,3,249,MSLV
37510.59955555555,2023-06-01T03:51:06.328Z,-22.8228256,-47.0648323,625.099,1.964,1.96,3,249,MSLV
37566.14399999999,2023-06-01T03:51:06.386Z,-22.8228249,-47.0648315,625.204,1.954,1.96,3,249,MSLV
37621.68844444444,2023-06-01T03:51:06.444Z,-22.8228245,-47.0648307,625.261,1.932,1.95,3,249,MSLV
37677.23288888888,2023-06-01T03:51:06.502Z,-22.8228236,-47.0648302,625.367,1.933,1.93,3,249,MSLV
37732.777333333324,2023-06-01T03:51:06.560Z,-22.8228241,-47.0648302,625.505,1.797,1.93,3,249,MSLV
37788.32177777777,2023-06-01T03:51:06.618Z,-22.8228247,-47.0648296,625.592,1.693,1.8,3,249,MSLV
37843.86622222221,2023-06-01T03:51:06.676Z,-22.8228259,-47.0648283,625.677,1.614,1.69,3,249,MSLV
37899.410666666656,2023-06-01T03:51:06.734Z,-22.8228263,-47.0648267,625.702,1.609,1.61,3,249,MSLV
37954.9551111111,2023-06-01T03:51:06.792Z,-22.8228268,-47.0648259,625.722,1.557,1.61,3,249,MSLV
38010.49955555554,2023-06-01T03:51:06.850Z,-22.822827,-47.0648252,625.753,1.514,1.56,3,249,MSLV
38066.044,2023-06-01T03:51:06.909Z,-22.8228277,-47.0648241,625.889,1.479,1.51,3,249,MSLV
38121.186222222226,2023-06-01T03:51:06.964Z,-22.822828,-47.0648314,625.194,0.907,1.48,3,249,MSLV
38176.32844444445,2023-06-01T03:51:07.019Z,-22.8228285,-47.0648318,625.192,0.791,0.91,3,249,MSLV
38231.470666666675,2023-06-01T03:51:07.074Z,-22.8228292,-47.0648319,625.212,0.688,0.79,3,249,MSLV
38286.6128888889,2023-06-01T03:51:07.129Z,-22.8228296,-47.0648309,625.359,0.688,0.69,3,249,MSLV
38341.755111111124,2023-06-01T03:51:07.184Z,-22.82283,-47.0648298,625.595,0.696,0.69,3,249,MSLV
38396.89733333335,2023-06-01T03:51:07.239Z,-22.8228302,-47.0648292,625.753,0.676,0.7,3,249,MSLV
38452.03955555557,2023-06-01T03:51:07.294Z,-22.8228304,-47.0648287,625.93,0.657,0.68,3,249,MSLV
38507.1817777778,2023-06-01T03:51:07.349Z,-22.8228308,-47.0648282,626.004,0.632,0.66,3,249,MSLV
38562.32400000002,2023-06-01T03:51:07.404Z,-22.8228314,-47.064829,626.191,0.505,0.63,3,249,MSLV
38617.46622222225,2023-06-01T03:51:07.459Z,-22.8228323,-47.0648302,626.418,0.353,0.51,3,249,MSLV
38672.60844444447,2023-06-01T03:51:07.514Z,-22.822833,-47.0648301,626.54,0.323,0.36,3,249,MSLV
38727.750666666696,2023-06-01T03:51:07.569Z,-22.8228338,-47.0648296,626.633,0.339,0.33,3,249,MSLV
38782.89288888892,2023-06-01T03:51:07.624Z,-22.8228347,-47.0648292,626.709,0.373,0.34,3,249,MSLV
38838.035111111145,2023-06-01T03:51:07.679Z,-22.8228358,-47.0648289,626.754,0.426,0.38,3,249,MSLV
38893.17733333337,2023-06-01T03:51:07.734Z,-22.8228366,-47.0648285,626.895,0.454,0.43,3,249,MSLV
38948.319555555594,2023-06-01T03:51:07.789Z,-22.8228372,-47.0648277,626.968,0.462,0.46,3,249,MSLV
39003.46177777782,2023-06-01T03:51:07.844Z,-22.8228382,-47.064827,627.025,0.514,0.47,3,249,MSLV
39058.604,2023-06-01T03:51:07.899Z,-22.8228396,-47.0648261,627.095,0.593,0.52,3,249,MSLV
39113.41022222222,2023-06-01T03:51:07.954Z,-22.822841,-47.0648253,627.166,0.672,0.6,3,249,MSLV
39168.21644444444,2023-06-01T03:51:08.009Z,-22.8228424,-47.0648244,627.265,0.739,0.68,3,249,MSLV
39223.022666666664,2023-06-01T03:51:08.064Z,-22.8228438,-47.0648237,627.316,0.816,0.74,3,249,MSLV
39277.828888888886,2023-06-01T03:51:08.119Z,-22.822845,-47.0648231,627.374,0.87,0.82,3,249,MSLV
39332.63511111111,2023-06-01T03:51:08.174Z,-22.8228463,-47.0648224,627.428,0.923,0.87,3,249,MSLV
39387.44133333333,2023-06-01T03:51:08.229Z,-22.8228469,-47.0648219,627.487,0.922,0.93,3,249,MSLV
39442.24755555555,2023-06-01T03:51:08.284Z,-22.8228466,-47.0648216,627.534,0.846,0.92,3,249,MSLV
39497.05377777777,2023-06-01T03:51:08.339Z,-22.8228463,-47.0648211,627.621,0.766,0.85,3,249,MSLV
39551.85999999999,2023-06-01T03:51:08.394Z,-22.8228473,-47.0648204,627.728,0.797,0.77,3,249,MSLV
39606.666222222215,2023-06-01T03:51:08.449Z,-22.8228482,-47.0648197,627.846,0.823,0.8,3,249,MSLV
39661.47244444444,2023-06-01T03:51:08.504Z,-22.8228501,-47.0648192,627.929,0.949,0.83,3,249,MSLV
39716.27866666666,2023-06-01T03:51:08.559Z,-22.8228503,-47.0648193,628.113,0.894,0.95,3,249,MSLV
39771.08488888888,2023-06-01T03:51:08.614Z,-22.8228502,-47.0648192,628.378,0.808,0.9,3,249,MSLV
39825.8911111111,2023-06-01T03:51:08.669Z,-22.822851,-47.0648191,628.619,0.812,0.81,3,249,MSLV
39880.69733333332,2023-06-01T03:51:08.724Z,-22.8228511,-47.0648191,628.845,0.761,0.82,3,249,MSLV
39935.503555555544,2023-06-01T03:51:08.779Z,-22.8228507,-47.0648192,629.071,0.666,0.77,3,249,MSLV
39990.309777777766,2023-06-01T03:51:08.834Z,-22.8228501,-47.0648192,629.309,0.567,0.68,3,249,MSLV
40045.116,2023-06-01T03:51:08.889Z,-22.8228483,-47.0648191,629.53,0.351,0.59,3,250,MSLV
40095.731384615385,2023-06-01T03:51:08.944Z,-22.8228475,-47.0648192,629.74,0.25,0.39,3,250,MSLV
40146.34676923077,2023-06-01T03:51:08.999Z,-22.822847,-47.0648194,629.885,0.189,0.31,3,250,MSLV
40196.96215384615,2023-06-01T03:51:09.054Z,-22.8228464,-47.0648212,630.083,0.215,0.27,3,250,MSLV
40247.57753846153,2023-06-01T03:51:09.109Z,-22.8228458,-47.064823,630.281,0.305,0.29,3,250,MSLV
40298.19292307692,2023-06-01T03:51:09.164Z,-22.8228464,-47.064825,630.402,0.447,0.36,3,250,MSLV
40348.8083076923,2023-06-01T03:51:09.219Z,-22.8228463,-47.0648268,630.66,0.567,0.49,3,250,MSLV
40399.42369230768,2023-06-01T03:51:09.274Z,-22.8228463,-47.0648285,630.914,0.686,0.6,3,250,MSLV
40450.039076923065,2023-06-01T03:51:09.329Z,-22.8228461,-47.0648292,631.183,0.714,0.72,3,250,MSLV
40500.65446153845,2023-06-01T03:51:09.384Z,-22.822846,-47.0648305,631.44,0.784,0.75,3,250,MSLV
40551.26984615383,2023-06-01T03:51:09.439Z,-22.8228458,-47.0648316,631.703,0.851,0.82,3,250,MSLV
40601.885230769214,2023-06-01T03:51:09.494Z,-22.8228454,-47.0648327,631.98,0.915,0.89,3,250,MSLV
40652.5006153846,2023-06-01T03:51:09.549Z,-22.8228446,-47.0648338,632.256,0.977,0.96,3,250,MSLV
